lat,lon,source,processed,new_records,error
40.7282,-74.00265,"subgrid from (40.7300, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7318,-74.00735,"subgrid from (40.7300, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7282,-74.00735,"subgrid from (40.7300, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.99765,"subgrid from (40.7300, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.99765,"subgrid from (40.7300, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7318,-74.00235,"subgrid from (40.7300, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7282,-74.00235,"subgrid from (40.7300, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.99265,"subgrid from (40.7300, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.99265,"subgrid from (40.7300, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.99735,"subgrid from (40.7300, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.99735,"subgrid from (40.7300, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.98765,"subgrid from (40.7300, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.98765,"subgrid from (40.7300, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.99235,"subgrid from (40.7300, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.99235,"subgrid from (40.7300, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.98265,"subgrid from (40.7300, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.98265,"subgrid from (40.7300, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.98735,"subgrid from (40.7300, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.98735,"subgrid from (40.7300, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.97765,"subgrid from (40.7300, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.97765,"subgrid from (40.7300, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7318,-73.98235,"subgrid from (40.7300, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7282,-73.98235,"subgrid from (40.7300, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7368,-74.00765,"subgrid from (40.7350, -74.0100)",True,0,Too many results: likely to exceed 240 limit
40.7332,-74.00765,"subgrid from (40.7350, -74.0100)",True,0,Too many results: likely to exceed 240 limit
40.7368,-74.01235,"subgrid from (40.7350, -74.0100)",True,0,
40.7332,-74.01235,"subgrid from (40.7350, -74.0100)",True,0,
40.7368,-74.00265,"subgrid from (40.7350, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7332,-74.00265,"subgrid from (40.7350, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7368,-74.00735,"subgrid from (40.7350, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7332,-74.00735,"subgrid from (40.7350, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.99765,"subgrid from (40.7350, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.99765,"subgrid from (40.7350, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7368,-74.00235,"subgrid from (40.7350, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7332,-74.00235,"subgrid from (40.7350, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.99265,"subgrid from (40.7350, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.99265,"subgrid from (40.7350, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.99735,"subgrid from (40.7350, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.99735,"subgrid from (40.7350, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.98765,"subgrid from (40.7350, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.98765,"subgrid from (40.7350, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.99235,"subgrid from (40.7350, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.99235,"subgrid from (40.7350, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.98265,"subgrid from (40.7350, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.98265,"subgrid from (40.7350, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.98735,"subgrid from (40.7350, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.98735,"subgrid from (40.7350, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.97765,"subgrid from (40.7350, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.97765,"subgrid from (40.7350, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7368,-73.98235,"subgrid from (40.7350, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7332,-73.98235,"subgrid from (40.7350, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7418,-74.00765,"subgrid from (40.7400, -74.0100)",True,0,Too many results: likely to exceed 240 limit
40.7382,-74.00765,"subgrid from (40.7400, -74.0100)",True,0,Too many results: likely to exceed 240 limit
40.7418,-74.01235,"subgrid from (40.7400, -74.0100)",True,0,
40.7382,-74.01235,"subgrid from (40.7400, -74.0100)",True,0,Too many results: likely to exceed 240 limit
40.7418,-74.00265,"subgrid from (40.7400, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7382,-74.00265,"subgrid from (40.7400, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7418,-74.00735,"subgrid from (40.7400, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7382,-74.00735,"subgrid from (40.7400, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.99765,"subgrid from (40.7400, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.99765,"subgrid from (40.7400, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7418,-74.00235,"subgrid from (40.7400, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7382,-74.00235,"subgrid from (40.7400, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.99265,"subgrid from (40.7400, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.99265,"subgrid from (40.7400, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.99735,"subgrid from (40.7400, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.99735,"subgrid from (40.7400, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.98765,"subgrid from (40.7400, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.98765,"subgrid from (40.7400, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.99235,"subgrid from (40.7400, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.99235,"subgrid from (40.7400, -73.9900)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.98265,"subgrid from (40.7400, -73.9850)",True,7,Too many results: likely to exceed 240 limit
40.7382,-73.98265,"subgrid from (40.7400, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.98735,"subgrid from (40.7400, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.98735,"subgrid from (40.7400, -73.9850)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.97765,"subgrid from (40.7400, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.97765,"subgrid from (40.7400, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.98235,"subgrid from (40.7400, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.98235,"subgrid from (40.7400, -73.9800)",True,0,Too many results: likely to exceed 240 limit
40.7418,-73.97265,"subgrid from (40.7400, -73.9750)",True,0,
40.7382,-73.97265,"subgrid from (40.7400, -73.9750)",True,0,
40.7418,-73.97735,"subgrid from (40.7400, -73.9750)",True,0,Too many results: likely to exceed 240 limit
40.7382,-73.97735,"subgrid from (40.7400, -73.9750)",True,0,Too many results: likely to exceed 240 limit
40.7468,-74.00265,"subgrid from (40.7450, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7432,-74.00265,"subgrid from (40.7450, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7468,-74.00735,"subgrid from (40.7450, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7432,-74.00735,"subgrid from (40.7450, -74.0050)",True,0,Too many results: likely to exceed 240 limit
40.7468,-73.99765,"subgrid from (40.7450, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7432,-73.99765,"subgrid from (40.7450, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7468,-74.00235,"subgrid from (40.7450, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7432,-74.00235,"subgrid from (40.7450, -74.0000)",True,0,Too many results: likely to exceed 240 limit
40.7468,-73.99265,"subgrid from (40.7450, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7432,-73.99265,"subgrid from (40.7450, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7468,-73.99735,"subgrid from (40.7450, -73.9950)",True,0,Too many results: likely to exceed 240 limit
40.7432,-73.99735,"subgrid from (40.7450, -73.9950)",True,0,Too many results: likely to exceed 240 limit
